nome,id_pokedex,geracao,status,especie,num_tipos,tipo_primario,tipo_secundario,altura_m,peso_kg,num_habilidades,habilidade_1,habilidade_2,habilidade_escondida,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,taxa_crescimento,porcentagem_macho
Appletun,842,8,Normal,Apple Nectar Pokémon,2,Grass,Dragon,0.4,13.0,3,Ripen,Gluttony,Thick Fat,485,110,85,80,100,80,30,45,Erratic,50.0
Silicobra,843,8,Normal,Sand Snake Pokémon,1,Ground,,2.2,7.6,3,Sand Spit,Shed Skin,Sand Veil,315,52,57,75,35,50,46,255,Medium Fast,50.0
Sandaconda,844,8,Normal,Sand Snake Pokémon,1,Ground,,3.8,65.5,3,Sand Spit,Shed Skin,Sand Veil,510,72,107,125,65,70,71,120,Medium Fast,50.0
Cramorant,845,8,Normal,Gulp Pokémon,2,Flying,Water,0.8,18.0,1,Gulp Missile,,,475,70,85,55,85,95,85,45,Medium Fast,50.0
Arrokuda,846,8,Normal,Rush Pokémon,1,Water,,0.5,1.0,2,Swift Swim,,Propeller Tail,280,41,63,40,40,30,66,255,Slow,50.0
Barraskewda,847,8,Normal,Skewer Pokémon,1,Water,,1.3,30.0,2,Swift Swim,,Propeller Tail,490,61,123,60,60,50,136,60,Slow,50.0
Toxel,848,8,Normal,Baby Pokémon,2,Electric,Poison,0.4,11.0,3,Rattled,Static,Klutz,242,40,38,35,54,35,40,75,Medium Slow,50.0
Toxtricity Low Key Form,849,8,Normal,Punk Pokémon,2,Electric,Poison,1.6,40.0,3,Punk Rock,Minus,Technician,502,75,98,70,114,70,75,45,Medium Slow,50.0
Toxtricity Amped Form,849,8,Normal,Punk Pokémon,2,Electric,Poison,1.6,40.0,3,Punk Rock,Plus,Technician,502,75,98,70,114,70,75,45,Medium Slow,50.0
Sizzlipede,850,8,Normal,Radiator Pokémon,2,Fire,Bug,0.7,1.0,3,Flash Fire,White Smoke,Flame Body,305,50,65,45,50,50,45,190,Medium Fast,50.0
Centiskorch,851,8,Normal,Radiator Pokémon,2,Fire,Bug,3.0,120.0,3,Flash Fire,White Smoke,Flame Body,525,100,115,65,90,90,65,75,Medium Fast,50.0
Clobbopus,852,8,Normal,Tantrum Pokémon,1,Fighting,,0.6,4.0,2,Limber,,Technician,310,50,68,60,50,50,32,180,Medium Slow,50.0
Grapploct,853,8,Normal,Tantrum Pokémon,1,Fighting,,1.6,39.0,2,Limber,,Technician,480,80,118,90,70,80,42,45,Medium Slow,50.0
Sinistea,854,8,Normal,Black Tea Pokémon,1,Ghost,,0.1,0.2,2,Weak Armor,,Cursed Body,308,40,45,45,74,54,50,120,Medium Fast,
Polteageist,855,8,Normal,Black Tea Pokémon,1,Ghost,,0.2,0.4,2,Weak Armor,,Cursed Body,508,60,65,65,134,114,70,60,Medium Fast,
Hatenna,856,8,Normal,Calm Pokémon,1,Psychic,,0.4,3.4,3,Healer,Anticipation,Magic Bounce,265,42,30,45,56,53,39,235,Slow,0.0
Hattrem,857,8,Normal,Serene Pokémon,1,Psychic,,0.6,4.8,3,Healer,Anticipation,Magic Bounce,370,57,40,65,86,73,49,120,Slow,0.0
Hatterene,858,8,Normal,Silent Pokémon,2,Psychic,Fairy,2.1,5.0,3,Healer,Anticipation,Magic Bounce,510,57,90,95,136,103,29,45,Slow,0.0
Impidimp,859,8,Normal,Wily Pokémon,2,Dark,Fairy,0.4,5.5,3,Prankster,Frisk,Pickpocket,265,45,45,30,55,40,50,255,Medium Fast,100.0
Morgrem,860,8,Normal,Devious Pokémon,2,Dark,Fairy,0.8,12.5,3,Prankster,Frisk,Pickpocket,370,65,60,45,75,55,70,120,Medium Fast,100.0
Grimmsnarl,861,8,Normal,Bulk Up Pokémon,2,Dark,Fairy,1.5,61.0,3,Prankster,Frisk,Pickpocket,510,95,120,65,95,75,60,45,Medium Fast,100.0
Obstagoon,862,8,Normal,Blocking Pokémon,2,Dark,Normal,1.6,46.0,3,Reckless,Guts,Defiant,520,93,90,101,60,81,95,45,Medium Fast,50.0
Perrserker,863,8,Normal,Viking Pokémon,1,Steel,,0.8,28.0,3,Battle Armor,Tough Claws,Steely Spirit,440,70,110,100,50,60,50,90,Medium Fast,50.0
Cursola,864,8,Normal,Coral Pokémon,1,Ghost,,1.0,0.4,2,Weak Armor,,Perish Body,510,60,95,50,145,130,30,30,Fast,25.0
Sirfetch'd,865,8,Normal,Wild Duck Pokémon,1,Fighting,,0.8,117.0,2,Steadfast,,Scrappy,507,62,135,95,68,82,65,45,Medium Fast,50.0
Mr. Rime,866,8,Normal,Comedian Pokémon,2,Psychic,Ice,1.5,58.2,3,Tangled Feet,Screen Cleaner,Ice Body,520,80,85,75,110,100,70,45,Medium Fast,50.0
Runerigus,867,8,Normal,Grudge Pokémon,2,Ground,Ghost,1.6,66.6,1,Wandering Spirit,,,483,58,95,145,50,105,30,90,Medium Fast,50.0
Milcery,868,8,Normal,Cream Pokémon,1,Fairy,,0.2,0.3,2,Sweet Veil,,Aroma Veil,270,45,40,40,50,61,34,200,Medium Fast,0.0
Alcremie,869,8,Normal,Cream Pokémon,1,Fairy,,0.3,0.5,2,Sweet Veil,,Aroma Veil,495,65,60,75,110,121,64,100,Medium Fast,0.0
Falinks,870,8,Normal,Formation Pokémon,1,Fighting,,3.0,62.0,2,Battle Armor,,Defiant,470,65,100,100,70,60,75,45,Medium Fast,
Pincurchin,871,8,Normal,Sea Urchin Pokémon,1,Electric,,0.3,1.0,2,Lightning Rod,,Electric Surge,435,48,101,95,91,85,15,75,Medium Fast,50.0
Snom,872,8,Normal,Worm Pokémon,2,Ice,Bug,0.3,3.8,2,Shield Dust,,Ice Scales,185,30,25,35,45,30,20,190,Medium Fast,50.0
Frosmoth,873,8,Normal,Frost Moth Pokémon,2,Ice,Bug,1.3,42.0,2,Shield Dust,,Ice Scales,475,70,65,60,125,90,65,75,Medium Fast,50.0
Stonjourner,874,8,Normal,Big Rock Pokémon,1,Rock,,2.5,520.0,1,Power Spot,,,470,100,125,135,20,20,70,60,Slow,50.0
Eiscue Ice Face,875,8,Normal,Penguin Pokémon,1,Ice,,1.4,89.0,1,Ice Face,,,470,75,80,110,65,90,50,60,Slow,50.0
Eiscue Noice Face,875,8,Normal,Penguin Pokémon,1,Ice,,1.4,89.0,1,Ice Face,,,470,75,80,70,65,50,130,60,Slow,50.0
Indeedee Male,876,8,Normal,Emotion Pokémon,2,Psychic,Normal,0.9,28.0,3,Inner Focus,Synchronize,Psychic Surge,475,60,65,55,105,95,95,30,Fast,100.0
Indeedee Female,876,8,Normal,Emotion Pokémon,2,Psychic,Normal,0.9,28.0,3,Own Tempo,Synchronize,Psychic Surge,475,70,55,65,95,105,85,30,Fast,0.0
Morpeko Full Belly Mode,877,8,Normal,Two-Sided Pokémon,2,Electric,Dark,0.3,3.0,1,Hunger Switch,,,436,58,95,58,70,58,97,180,Medium Fast,50.0
Morpeko Hangry Mode,877,8,Normal,Two-Sided Pokémon,2,Electric,Dark,0.3,3.0,1,Hunger Switch,,,436,58,95,58,70,58,97,180,Medium Fast,50.0
Cufant,878,8,Normal,Copperderm Pokémon,1,Steel,,1.2,100.0,2,Sheer Force,,Heavy Metal,330,72,80,49,40,49,40,190,Medium Fast,50.0
Copperajah,879,8,Normal,Copperderm Pokémon,1,Steel,,3.0,650.0,2,Sheer Force,,Heavy Metal,500,122,130,69,80,69,30,90,Medium Fast,50.0
Dracozolt,880,8,Normal,Fossil Pokémon,2,Electric,Dragon,1.8,190.0,3,Volt Absorb,Hustle,Sand Rush,505,90,100,90,80,70,75,45,Slow,
Arctozolt,881,8,Normal,Fossil Pokémon,2,Electric,Ice,2.3,150.0,3,Volt Absorb,Static,Slush Rush,505,90,100,90,90,80,55,45,Slow,
Dracovish,882,8,Normal,Fossil Pokémon,2,Water,Dragon,2.3,215.0,3,Water Absorb,Strong Jaw,Sand Rush,505,90,90,100,70,80,75,45,Slow,
Arctovish,883,8,Normal,Fossil Pokémon,2,Water,Ice,2.0,175.0,3,Water Absorb,Ice Body,Slush Rush,505,90,90,100,80,90,55,45,Slow,
Duraludon,884,8,Normal,Alloy Pokémon,2,Steel,Dragon,1.8,40.0,3,Light Metal,Heavy Metal,Stalwart,535,70,95,115,120,50,85,45,Medium Fast,50.0
Dreepy,885,8,Normal,Lingering Pokémon,2,Dragon,Ghost,0.5,2.0,3,Clear Body,Infiltrator,Cursed Body,270,28,60,30,40,30,82,45,Slow,50.0
Drakloak,886,8,Normal,Caretaker Pokémon,2,Dragon,Ghost,1.4,11.0,3,Clear Body,Infiltrator,Cursed Body,410,68,80,50,60,50,102,45,Slow,50.0
Dragapult,887,8,Normal,Stealth Pokémon,2,Dragon,Ghost,3.0,50.0,3,Clear Body,Infiltrator,Cursed Body,600,88,120,75,100,75,142,45,Slow,50.0
Zacian Crowned Sword,888,8,Legendary,Warrior Pokémon,2,Fairy,Steel,2.8,355.0,1,Intrepid Sword,,,720,92,170,115,80,115,148,10,Slow,
Zacian Hero of Many Battles,888,8,Legendary,Warrior Pokémon,1,Fairy,,2.8,110.0,1,Intrepid Sword,,,670,92,130,115,80,115,138,10,Slow,
Zamazenta Crowned Shield,889,8,Legendary,Warrior Pokémon,2,Fighting,Steel,2.9,785.0,1,Dauntless Shield,,,720,92,130,145,80,145,128,10,Slow,
Zamazenta Hero of Many Battles,889,8,Legendary,Warrior Pokémon,1,Fighting,,2.9,210.0,1,Dauntless Shield,,,670,92,130,115,80,115,138,10,Slow,
Eternatus,890,8,Legendary,Gigantic Pokémon,2,Poison,Dragon,20.0,950.0,1,Pressure,,,690,140,85,95,145,95,130,255,Slow,
Kubfu,891,8,Sub Legendary,Wushu Pokémon,1,Fighting,,0.6,12.0,1,Inner Focus,,,385,60,90,60,53,50,72,3,Slow,87.5
Urshifu Single Strike Style,892,8,Sub Legendary,Wushu Pokémon,2,Fighting,Dark,1.9,105.0,1,Unseen Fist,,,550,100,130,100,63,60,97,3,Slow,87.5
Urshifu Rapid Strike Style,892,8,Sub Legendary,Wushu Pokémon,2,Fighting,Water,1.9,105.0,1,Unseen Fist,,,550,100,130,100,63,60,97,3,Slow,
Zarude,893,8,Mythical,Rogue Monkey Pokémon,2,Dark,Grass,1.8,70.0,1,Leaf Guard,,,600,105,120,105,70,95,105,3,Slow,
Regieleki,894,8,Sub Legendary,Elektron Pokémon,1,Electric,,1.2,145.0,1,Transistor,,,580,80,100,50,100,50,200,3,Slow,
Regidrago,895,8,Sub Legendary,Dragon Orb Pokémon,1,Dragon,,2.1,200.0,1,Dragon‘s Maw,,,580,200,100,50,100,50,80,3,Slow,
Glastrier,896,8,Sub Legendary,Wild Horse Pokémon,1,Ice,,2.2,800.0,1,Chilling Neigh,,,580,100,145,130,65,110,30,3,Slow,
Spectrier,897,8,Sub Legendary,Swift Horse Pokémon,1,Ghost,,2.0,44.5,1,Grim Neigh,,,580,100,65,60,145,80,130,3,Slow,
Calyrex,898,8,Legendary,King Pokémon,2,Psychic,Grass,1.1,7.7,1,Unnerve,,,500,100,80,80,80,80,80,3,Slow,
Calyrex Ice Rider,898,8,Legendary,High King Pokémon,2,Psychic,Ice,2.4,809.1,1,As One,,,680,100,165,150,85,130,50,3,Slow,
Calyrex Shadow Rider,898,8,Legendary,High King Pokémon,2,Psychic,Ghost,2.4,53.6,1,As One,,,680,100,85,80,165,100,150,3,Slow,
